[NotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'exercise/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/exercise/exercise.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/exercise/exercise.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'exercise2/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/exercise2/exercise2.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/exercise2/exercise2.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'freeze/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/freeze/config.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/freeze/config.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'gist_it/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/gist_it/gist_it.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/gist_it/gist_it.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'help_panel/help_panel' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/help_panel/help_panel.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/help_panel/help_panel.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'hide_header/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/hide_header/hide_header.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/hide_header/hide_header.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'hide_input/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/hide_input/hide-input.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/hide_input/hide-input.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'hide_input_all/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/hide_input_all/hide_input_all.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/hide_input_all/hide_input_all.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'highlight_selected_word/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/highlight_selected_word/configurator.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/highlight_selected_word/configurator.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'highlighter/highlighter' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/highlighter/highlighter.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/highlighter/highlighter.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'hinterland/hinterland' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/hinterland/hinterland.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/hinterland/hinterland.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'init_cell/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/init_cell/init_cell.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/init_cell/init_cell.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'keyboard_shortcut_editor/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/keyboard_shortcut_editor/keyboard_shortcut_editor.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/keyboard_shortcut_editor/keyboard_shortcut_editor.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'latex_envs/latex_envs' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/latex_envs/latex_envs.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/latex_envs/latex_envs.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'limit_output/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/limit_output/limit-output.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/limit_output/limit-output.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'move_selected_cells/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/move_selected_cells/move_selected_cells.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/move_selected_cells/move_selected_cells.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'navigation-hotkeys/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/navigation-hotkeys/hotkeys.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/navigation-hotkeys/hotkeys.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'nbTranslate/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/nbTranslate/nbTranslate.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/nbTranslate/nbTranslate.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'notify/notify' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/notify/notify.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/notify/notify.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'printview/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/printview/printview.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/printview/printview.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'python-markdown/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/python-markdown/python-markdown.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/python-markdown/python-markdown.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'qtconsole/qtconsole' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/qtconsole/qtconsole.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/qtconsole/qtconsole.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'rubberband/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/rubberband/rubberband.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/rubberband/rubberband.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'ruler/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/ruler/ruler.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/ruler/ruler.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'runtools/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/runtools/runtools.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/runtools/runtools.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'scratchpad/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/scratchpad/scratchpad.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/scratchpad/scratchpad.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'scroll_down/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/scroll_down/config.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/scroll_down/config.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'search-replace/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/search-replace/search-replace.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/search-replace/search-replace.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'select_keymap/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/select_keymap/select_keymap.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/select_keymap/select_keymap.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'skill/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/skill/skill.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/skill/skill.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'skip-traceback/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/skip-traceback/skip-traceback.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/skip-traceback/skip-traceback.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'snippets/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/snippets/snippets.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/snippets/snippets.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'snippets_menu/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/snippets_menu/config.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/snippets_menu/config.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'spellchecker/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/spellchecker/config.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/spellchecker/config.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'splitcell/splitcell' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/splitcell/splitcell.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/splitcell/splitcell.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'table_beautifier/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/table_beautifier/table_beautifier.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/table_beautifier/table_beautifier.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'toc2/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/toc2/toc2.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/toc2/toc2.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'toggle_all_line_numbers/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/toggle_all_line_numbers/main.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/toggle_all_line_numbers/main.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'tree-filter/index' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/tree-filter/tree-filter.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/tree-filter/tree-filter.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'varInspector/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/varInspector/varInspector.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/varInspector/varInspector.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'zenmode/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/zenmode/zenmode.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/zenmode/zenmode.yaml'
[NotebookApp | WARNING] 404 GET /demo.gif (::1) 8.52ms referer=http://localhost:8888/tree
[NotebookApp | WARNING] 404 GET /demo2.gif (::1) 1.38ms referer=http://localhost:8888/tree
[NotebookApp | WARNING] 404 GET /demo_dark.png (::1) 1.45ms referer=http://localhost:8888/tree
[NotebookApp | WARNING] 404 GET /image.png (::1) 1.40ms referer=http://localhost:8888/tree
[NotebookApp | INFO] Kernel started: 876f86ed-d950-4fdb-b20b-c722b122410a
[NotebookApp | WARNING] 404 GET /static/components/MathJax/fonts/HTML-CSS/TeX/otf/MathJax_AMS-Regular.otf (::1) 2.98ms referer=http://localhost:8888/notebooks/experiments-misc.ipynb
[NotebookApp | INFO] Saving file at /experiments-misc.ipynb
[NotebookApp | INFO] Saving file at /experiments-misc.ipynb
[NotebookApp | INFO] Saving file at /experiments-misc.ipynb
[NotebookApp | INFO] Saving file at /experiments-misc.ipynb
[NotebookApp | INFO] Saving file at /experiments-misc.ipynb
[NotebookApp | INFO] Saving file at /experiments-misc.ipynb
[NotebookApp | INFO] Saving file at /experiments-misc.ipynb
[NotebookApp | INFO] Saving file at /experiments-misc.ipynb
[NotebookApp | INFO] Saving file at /experiments-misc.ipynb
[NotebookApp | INFO] Saving file at /experiments-misc.ipynb
[NotebookApp | INFO] Saving file at /experiments-misc.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] Saving file at /sentiment_logistic_regression.ipynb
[NotebookApp | INFO] interrupted
[NotebookApp | CRITICAL] Shutdown confirmed
[NotebookApp | INFO] Shutting down kernels
[NotebookApp | INFO] Kernel shutdown: 876f86ed-d950-4fdb-b20b-c722b122410a
