,movieId,title,year,Comedy,rating
132,380,True Lies (1994),1994.0,True,43159
133,387,"Low Down Dirty Shame, A (1994)",1994.0,True,701
134,394,Coldblooded (1995),1995.0,True,132
135,402,Open Season (1996),1996.0,True,60
136,403,Two Crimes (Dos crímenes) (1995),1995.0,True,13
137,410,Addams Family Values (1993),1993.0,True,18618
138,411,Martin Lawrence: You So Crazy (1994),1994.0,True,113
139,413,Airheads (1994),1994.0,True,6105
140,414,"Air Up There, The (1994)",1994.0,True,865
141,415,Another Stakeout (1993),1993.0,True,3217
142,417,Barcelona (1994),1994.0,True,3301
143,419,"Beverly Hillbillies, The (1993)",1993.0,True,4542
144,420,Beverly Hills Cop III (1994),1994.0,True,14934
145,429,Cabin Boy (1994),1994.0,True,1483
146,430,Calendar Girl (1993),1993.0,True,252
147,432,City Slickers II: The Legend of Curly's Gold (1994),1994.0,True,12819
148,433,Clean Slate (1994),1994.0,True,1242
149,435,Coneheads (1993),1993.0,True,13911
150,437,Cops and Robbersons (1994),1994.0,True,1835
151,438,"Cowboy Way, The (1994)",1994.0,True,1054
152,440,Dave (1993),1993.0,True,19297
153,441,Dazed and Confused (1993),1993.0,True,8035
154,444,Even Cowgirls Get the Blues (1993),1993.0,True,1299
155,445,Fatal Instinct (1993),1993.0,True,1893
156,447,"Favor, The (1994)",1994.0,True,223
157,449,Fear of a Black Hat (1994),1994.0,True,684
158,450,With Honors (1994),1994.0,True,2967
159,453,For Love or Money (1993),1993.0,True,931
160,460,Getting Even with Dad (1994),1994.0,True,913
161,466,Hot Shots! Part Deux (1993),1993.0,True,13521
162,467,Live Nude Girls (1995),1995.0,True,741
163,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",1995.0,True,7347
164,470,House Party 3 (1994),1994.0,True,463
165,471,"Hudsucker Proxy, The (1994)",1994.0,True,11268
166,472,I'll Do Anything (1994),1994.0,True,731
167,473,In the Army Now (1994),1994.0,True,1364
168,476,"Inkwell, The (1994)",1994.0,True,229
169,478,Jimmy Hollywood (1994),1994.0,True,277
170,485,Last Action Hero (1993),1993.0,True,13577
171,486,Life with Mikey (1993),1993.0,True,602
172,487,Lightning Jack (1994),1994.0,True,615
173,489,Made in America (1993),1993.0,True,3032
174,492,Manhattan Murder Mystery (1993),1993.0,True,3116
175,496,What Happened Was... (1994),1994.0,True,413
176,497,Much Ado About Nothing (1993),1993.0,True,14214
177,499,Mr. Wonderful (1993),1993.0,True,404
178,500,Mrs. Doubtfire (1993),1993.0,True,34392
179,505,North (1994),1994.0,True,1293
180,513,Radioland Murders (1994),1994.0,True,572
181,514,"Ref, The (1994)",1994.0,True,4681
182,516,Renaissance Man (1994),1994.0,True,3431
183,518,"Road to Wellville, The (1994)",1994.0,True,1222
184,520,Robin Hood: Men in Tights (1993),1993.0,True,14439
185,528,"Scout, The (1994)",1994.0,True,913
186,532,Serial Mom (1994),1994.0,True,5968
187,539,Sleepless in Seattle (1993),1993.0,True,28805
188,542,Son in Law (1993),1993.0,True,3491
189,543,So I Married an Axe Murderer (1993),1993.0,True,12348
190,546,Super Mario Bros. (1993),1993.0,True,5554
191,550,Threesome (1994),1994.0,True,3373
192,552,"Three Musketeers, The (1993)",1993.0,True,12901
193,559,"Paris, France (1993)",1993.0,True,47
194,562,Welcome to the Dollhouse (1995),1995.0,True,6197
195,564,Chasers (1994),1994.0,True,328
196,566,Naked in New York (1994),1994.0,True,150
197,567,Kika (1993),1993.0,True,360
198,568,Bhaji on the Beach (1993),1993.0,True,389
199,569,Little Big League (1994),1994.0,True,1673
200,570,"Slingshot, The (Kådisbellan) (1993)",1993.0,True,220
201,574,Spanking the Monkey (1994),1994.0,True,1390
202,575,"Little Rascals, The (1994)",1994.0,True,2553
203,576,Fausto (1993),1993.0,True,25
204,582,Métisse (Café au Lait) (1993),1993.0,True,131
205,583,Dear Diary (Caro Diario) (1994),1994.0,True,251
206,585,"Brady Bunch Movie, The (1995)",1995.0,True,9713
207,586,Home Alone (1990),1990.0,True,28348
208,587,Ghost (1990),1990.0,True,29488
209,588,Aladdin (1992),1992.0,True,41842
210,597,Pretty Woman (1990),1990.0,True,33900
211,598,Window to Paris (Okno v Parizh) (1994),1994.0,True,135
212,600,Love and a .45 (1994),1994.0,True,305
213,603,"Bye Bye, Love (1995)",1995.0,True,601
214,608,Fargo (1996),1996.0,True,43272
215,612,"Pallbearer, The (1996)",1996.0,True,1609
216,615,Bread and Chocolate (Pane e cioccolata) (1973),1973.0,True,637
217,617,"Flower of My Secret, The (La flor de mi secreto) (1995)",1995.0,True,524
218,618,Two Much (1995),1995.0,True,360
219,619,Ed (1996),1996.0,True,714
220,626,"Thin Line Between Love and Hate, A (1996)",1996.0,True,631
221,633,Denise Calls Up (1995),1995.0,True,336
222,634,Theodore Rex (1995),1995.0,True,334
223,635,"Family Thing, A (1996)",1996.0,True,1100
224,637,Sgt. Bilko (1996),1996.0,True,5791
225,639,Girl 6 (1996),1996.0,True,1147
226,641,"Little Indian, Big City (Un indien dans la ville) (1994)",1994.0,True,80
227,643,Peanuts - Die Bank zahlt alles (1996),1996.0,True,23
228,644,Happy Weekend (1996),1996.0,True,14
229,649,Cold Fever (Á köldum klaka) (1995),1995.0,True,137
230,651,"Superweib, Das (1996)",1996.0,True,44
231,655,My Mother's Courage (Mutters Courage) (1995),1995.0,True,18
232,656,Eddie (1996),1996.0,True,1198
233,657,Yankee Zulu (1994),1994.0,True,36
234,663,Kids in the Hall: Brain Candy (1996),1996.0,True,3327
235,664,Faithful (1996),1996.0,True,322
236,665,Underground (1995),1995.0,True,1148
237,671,Mystery Science Theater 3000: The Movie (1996),1996.0,True,6361
238,673,Space Jam (1996),1996.0,True,9917
239,674,Barbarella (1968),1968.0,True,3286
240,676,They Bite (1996),1996.0,True,28
241,688,Operation Dumbo Drop (1995),1995.0,True,2963
242,691,Mrs. Winterbourne (1996),1996.0,True,1172
243,700,Angus (1995),1995.0,True,1245
244,705,Cosi (1996),1996.0,True,430
245,708,"Truth About Cats & Dogs, The (1996)",1996.0,True,15263
246,709,Oliver & Company (1988),1988.0,True,2597
247,710,Celtic Pride (1996),1996.0,True,1249
248,717,Mouth to Mouth (Boca a boca) (1995),1995.0,True,90
249,718,"Visitors, The (Visiteurs, Les) (1993)",1993.0,True,903
250,719,Multiplicity (1996),1996.0,True,7664
251,720,Wallace & Gromit: The Best of Aardman Animation (1996),1996.0,True,8171
252,725,"Great White Hype, The (1996)",1996.0,True,1563
253,728,Cold Comfort Farm (1995),1995.0,True,3545
254,734,Getting Away With Murder (1996),1996.0,True,59
255,739,Honey Moon (Honigmond) (1996),1996.0,True,12
256,743,Spy Hard (1996),1996.0,True,6112
257,745,Wallace & Gromit: A Close Shave (1995),1995.0,True,12073
258,747,"Stupids, The (1996)",1996.0,True,1084
259,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),1964.0,True,23220
260,751,Careful (1992),1992.0,True,156
261,752,Vermont Is For Lovers (1992),1992.0,True,41
262,753,"Month by the Lake, A (1995)",1995.0,True,520
263,762,Striptease (1996),1996.0,True,9526
264,763,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",1996.0,True,55
265,765,Jack (1996),1996.0,True,4812
266,767,"Grass Harp, The (1995)",1995.0,True,304
267,771,"Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle, La) (1987)",1987.0,True,155
268,772,Quartier Mozart (1992),1992.0,True,34
269,776,Babyfever (1994),1994.0,True,47
270,778,Trainspotting (1996),1996.0,True,23589
271,784,"Cable Guy, The (1996)",1996.0,True,14379
272,785,Kingpin (1996),1996.0,True,10746
273,788,"Nutty Professor, The (1996)",1996.0,True,18799
274,794,Midnight Dancers (Sibak) (1994),1994.0,True,102
275,797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",1991.0,True,114
276,799,"Frighteners, The (1996)",1996.0,True,6151
277,801,Harriet the Spy (1996),1996.0,True,1630
278,803,Walking and Talking (1996),1996.0,True,587
279,804,She's the One (1996),1996.0,True,2236
280,807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",1995.0,True,208
281,810,Kazaam (1996),1996.0,True,1882
282,813,Larger Than Life (1996),1996.0,True,453
283,818,"Very Brady Sequel, A (1996)",1996.0,True,2847
284,819,Stefano Quantestorie (1993),1993.0,True,57
285,825,Regular Guys (Echte Kerle) (1996),1996.0,True,21
286,829,Joe's Apartment (1996),1996.0,True,1821
287,830,"First Wives Club, The (1996)",1996.0,True,6585
288,833,High School High (1996),1996.0,True,1427
289,834,Phat Beach (1996),1996.0,True,203
290,837,Matilda (1996),1996.0,True,5294
291,838,Emma (1996),1996.0,True,7938
292,840,House Arrest (1996),1996.0,True,667
293,842,Tales from the Crypt Presents: Bordello of Blood (1996),1996.0,True,2014
294,847,"Big Squeeze, The (1996)",1996.0,True,114
295,852,Tin Cup (1996),1996.0,True,10547
296,856,Mille bolle blu (1993),1993.0,True,58
297,860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",1994.0,True,362
298,861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),1992.0,True,2527
299,864,"Wife, The (1995)",1995.0,True,85
300,867,Carpool (1996),1996.0,True,335
301,868,Death in Brunswick (1991),1991.0,True,87
302,870,Gone Fishin' (1997),1997.0,True,465
303,871,Lover's Knot (1996),1996.0,True,60
304,876,Supercop 2 (Project S) (Chao ji ji hua) (1993),1993.0,True,300
305,877,Girls Town (1996),1996.0,True,167
306,881,First Kid (1996),1996.0,True,1107
307,886,Bulletproof (1996),1996.0,True,1658
308,892,Twelfth Night (1996),1996.0,True,1370
309,898,"Philadelphia Story, The (1940)",1940.0,True,6583
310,899,Singin' in the Rain (1952),1952.0,True,10219
311,901,Funny Face (1957),1957.0,True,1546
312,905,It Happened One Night (1934),1934.0,True,4184
313,907,"Gay Divorcee, The (1934)",1934.0,True,898
314,909,"Apartment, The (1960)",1960.0,True,5125
315,910,Some Like It Hot (1959),1959.0,True,10922
316,911,Charade (1963),1963.0,True,4062
317,914,My Fair Lady (1964),1964.0,True,9707
318,915,Sabrina (1954),1954.0,True,5029
319,916,Roman Holiday (1953),1953.0,True,5961
320,921,My Favorite Year (1982),1982.0,True,2442
321,927,"Women, The (1939)",1939.0,True,880
322,934,Father of the Bride (1950),1950.0,True,3970
323,935,"Band Wagon, The (1953)",1953.0,True,628
324,936,Ninotchka (1939),1939.0,True,1410
325,937,Love in the Afternoon (1957),1957.0,True,493
326,939,"Reluctant Debutante, The (1958)",1958.0,True,103
327,945,Top Hat (1935),1935.0,True,2120
328,946,To Be or Not to Be (1942),1942.0,True,1391
329,947,My Man Godfrey (1936),1936.0,True,1739
330,950,"Thin Man, The (1934)",1934.0,True,3358
331,951,His Girl Friday (1940),1940.0,True,3902
332,952,Around the World in 80 Days (1956),1956.0,True,2482
333,955,Bringing Up Baby (1938),1938.0,True,4427
334,958,Lady of Burlesque (1943),1943.0,True,94
335,969,"African Queen, The (1951)",1951.0,True,10526
336,970,Beat the Devil (1953),1953.0,True,389
337,973,Meet John Doe (1941),1941.0,True,942
338,975,Something to Sing About (1937),1937.0,True,24
339,984,"Pompatus of Love, The (1996)",1996.0,True,238
340,988,Grace of My Heart (1996),1996.0,True,532
341,994,Big Night (1996),1996.0,True,5299
342,1001,"Associate, The (Associé, L') (1979)",1979.0,True,35
343,1002,Ed's Next Move (1996),1996.0,True,145
344,1005,D3: The Mighty Ducks (1996),1996.0,True,2022
345,1007,"Apple Dumpling Gang, The (1975)",1975.0,True,1808
346,1010,"Love Bug, The (1969)",1969.0,True,2559
347,1011,Herbie Rides Again (1974),1974.0,True,1543
348,1013,"Parent Trap, The (1961)",1961.0,True,4344
349,1014,Pollyanna (1960),1960.0,True,1602
350,1016,"Shaggy Dog, The (1959)",1959.0,True,1460
351,1018,That Darn Cat! (1965),1965.0,True,1216
352,1020,Cool Runnings (1993),1993.0,True,6597
353,1021,Angels in the Outfield (1994),1994.0,True,3503
354,1028,Mary Poppins (1964),1964.0,True,14096
355,1034,Freeway (1996),1996.0,True,1502
356,1042,That Thing You Do! (1996),1996.0,True,8327
357,1045,Love Is All There Is (1996),1996.0,True,46
358,1057,Everyone Says I Love You (1996),1996.0,True,3308
359,1060,Swingers (1996),1996.0,True,9846
360,1064,Aladdin and the King of Thieves (1996),1996.0,True,2954
361,1066,Shall We Dance (1937),1937.0,True,1415
362,1067,"Damsel in Distress, A (1937)",1937.0,True,142
363,1073,Willy Wonka & the Chocolate Factory (1971),1971.0,True,28335
364,1075,"Sexual Life of the Belgians, The (Vie sexuelle des Belges 1950-1978, La) (1994)",1994.0,True,126
365,1077,Sleeper (1973),1973.0,True,6853
366,1078,Bananas (1971),1971.0,True,3590
367,1079,"Fish Called Wanda, A (1988)",1988.0,True,19674
368,1080,Monty Python's Life of Brian (1979),1979.0,True,20557
369,1081,Victor/Victoria (1982),1982.0,True,3925
370,1083,"Great Race, The (1965)",1965.0,True,1543
371,1091,Weekend at Bernie's (1989),1989.0,True,5148
372,1098,"Search for One-eye Jimmy, The (1996)",1996.0,True,135
373,1107,Loser (1991),1991.0,True,83
374,1112,Palookaville (1996),1996.0,True,386
375,1113,"Associate, The (1996)",1996.0,True,1046
376,1120,"People vs. Larry Flynt, The (1996)",1996.0,True,9028
377,1125,"Return of the Pink Panther, The (1975)",1975.0,True,5267
378,1126,Drop Dead Fred (1991),1991.0,True,3122
379,1133,Talking About Sex (1994),1994.0,True,106
380,1135,Private Benjamin (1980),1980.0,True,3969
381,1136,Monty Python and the Holy Grail (1975),1975.0,True,33024
382,1143,Three Lives and Only One Death (Trois vies & une seule mort) (1996),1996.0,True,55
383,1146,Curtis's Charm (1995),1995.0,True,38
384,1148,Wallace & Gromit: The Wrong Trousers (1993),1993.0,True,15022
385,1151,Faust (1994),1994.0,True,368
386,1158,Here Comes Cookie (1935),1935.0,True,13
387,1160,Six of a Kind (1934),1934.0,True,43
388,1162,"Ruling Class, The (1972)",1972.0,True,785
389,1166,Farmer & Chase (1997),1997.0,True,40
390,1167,Dear God (1996),1996.0,True,863
391,1171,Bob Roberts (1992),1992.0,True,3326
392,1173,"Cook the Thief His Wife & Her Lover, The (1989)",1989.0,True,2948
393,1174,Dead Tired (Grosse Fatigue) (1994),1994.0,True,99
394,1175,Delicatessen (1991),1991.0,True,7059
395,1180,Hear My Song (1991),1991.0,True,473
396,1184,Mediterraneo (1991),1991.0,True,1038
397,1188,Strictly Ballroom (1992),1992.0,True,7657
398,1194,Cheech and Chong's Up in Smoke (1978),1978.0,True,2592
399,1197,"Princess Bride, The (1987)",1987.0,True,32586
400,1202,Withnail & I (1987),1987.0,True,1496
401,1215,Army of Darkness (1993),1993.0,True,12469
402,1220,"Blues Brothers, The (1980)",1980.0,True,19824
403,1223,"Grand Day Out with Wallace and Gromit, A (1989)",1989.0,True,7781
404,1230,Annie Hall (1977),1977.0,True,15383
405,1234,"Sting, The (1973)",1973.0,True,14926
406,1235,Harold and Maude (1971),1971.0,True,8066
407,1236,Trust (1990),1990.0,True,942
408,1238,Local Hero (1983),1983.0,True,3194
409,1241,Dead Alive (Braindead) (1992),1992.0,True,2576
410,1243,Rosencrantz and Guildenstern Are Dead (1990),1990.0,True,4178
411,1244,Manhattan (1979),1979.0,True,8066
412,1247,"Graduate, The (1967)",1967.0,True,17039
413,1255,Bad Taste (1987),1987.0,True,1963
414,1256,Duck Soup (1933),1933.0,True,5569
415,1257,Better Off Dead... (1985),1985.0,True,5406
416,1261,Evil Dead II (Dead by Dawn) (1987),1987.0,True,7788
417,1265,Groundhog Day (1993),1993.0,True,32026
418,1268,Pump Up the Volume (1990),1990.0,True,3180
419,1269,Arsenic and Old Lace (1944),1944.0,True,6894
420,1270,Back to the Future (1985),1985.0,True,41426
421,1271,Fried Green Tomatoes (1991),1991.0,True,8868
422,1273,Down by Law (1986),1986.0,True,2645
423,1277,Cyrano de Bergerac (1990),1990.0,True,4099
424,1278,Young Frankenstein (1974),1974.0,True,15087
425,1279,Night on Earth (1991),1991.0,True,2377
426,1281,"Great Dictator, The (1940)",1940.0,True,3811
427,1285,Heathers (1989),1989.0,True,10991
428,1288,This Is Spinal Tap (1984),1984.0,True,16054
429,1292,Being There (1979),1979.0,True,6355
430,1297,Real Genius (1985),1985.0,True,4412
431,1300,My Life as a Dog (Mitt liv som hund) (1985),1985.0,True,3591
432,1307,When Harry Met Sally... (1989),1989.0,True,21888
433,1308,I Shot a Man in Vegas (1995),1995.0,True,24
434,1311,Santa with Muscles (1996),1996.0,True,148
435,1317,I'm Not Rappaport (1996),1996.0,True,322
436,1318,Blue Juice (1995),1995.0,True,171
437,1321,"American Werewolf in London, An (1981)",1981.0,True,7476
438,1353,"Mirror Has Two Faces, The (1996)",1996.0,True,2129
439,1359,Jingle All the Way (1996),1996.0,True,3463
440,1367,101 Dalmatians (1996),1996.0,True,8581
441,1376,Star Trek IV: The Voyage Home (1986),1986.0,True,13098
442,1378,Young Guns (1988),1988.0,True,6755
443,1380,Grease (1978),1978.0,True,15630
444,1381,Grease 2 (1982),1982.0,True,3670
445,1390,My Fellow Americans (1996),1996.0,True,1623
446,1391,Mars Attacks! (1996),1996.0,True,17230
447,1392,Citizen Ruth (1996),1996.0,True,1728
448,1394,Raising Arizona (1987),1987.0,True,15483
449,1395,Tin Men (1987),1987.0,True,2269
450,1396,Sneakers (1992),1992.0,True,12385
451,1405,Beavis and Butt-Head Do America (1996),1996.0,True,8752
452,1407,Scream (1996),1996.0,True,16067
453,1409,Michael (1996),1996.0,True,5998
454,1410,"Evening Star, The (1996)",1996.0,True,751
455,1414,Mother (1996),1996.0,True,1648
456,1425,Fierce Creatures (1997),1997.0,True,2125
457,1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),1996.0,True,3431
458,1430,Underworld (1996),1996.0,True,200
459,1431,Beverly Hills Ninja (1997),1997.0,True,2931
460,1432,Metro (1997),1997.0,True,1308
461,1433,"Machine, The (1994)",1994.0,True,67
462,1436,Falling in Love Again (1980),1980.0,True,68
463,1439,Meet Wally Sparks (1997),1997.0,True,335
464,1440,Amos & Andrew (1993),1993.0,True,727
465,1441,Benny & Joon (1993),1993.0,True,5970
466,1444,Guantanamera (1994),1994.0,True,135
467,1445,McHale's Navy (1997),1997.0,True,1290
468,1446,Kolya (Kolja) (1996),1996.0,True,2237
469,1449,Waiting for Guffman (1996),1996.0,True,5957
470,1453,"Beautician and the Beast, The (1997)",1997.0,True,1560
471,1454,SubUrbia (1997),1997.0,True,755
472,1455,Hotel de Love (1996),1996.0,True,176
473,1456,"Pest, The (1997)",1997.0,True,525
474,1457,Fools Rush In (1997),1997.0,True,2747
475,1460,That Darn Cat (1997),1997.0,True,786
476,1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),1997.0,True,2483
477,1463,That Old Feeling (1997),1997.0,True,354
478,1467,Salut cousin! (1996),1996.0,True,28
479,1468,Booty Call (1997),1997.0,True,1146
480,1473,Best Men (1997),1997.0,True,231
481,1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),1997.0,True,1755
482,1476,Private Parts (1997),1997.0,True,5779
483,1482,"Van, The (1996)",1996.0,True,511
484,1484,"Daytrippers, The (1996)",1996.0,True,1034
485,1485,Liar Liar (1997),1997.0,True,16832
486,1490,B*A*P*S (1997),1997.0,True,320
487,1500,Grosse Pointe Blank (1997),1997.0,True,14487
488,1503,8 Heads in a Duffel Bag (1997),1997.0,True,1287
489,1511,"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",1997.0,True,153
490,1513,Romy and Michele's High School Reunion (1997),1997.0,True,8252
491,1516,Children of the Revolution (1996),1996.0,True,464
492,1517,Austin Powers: International Man of Mystery (1997),1997.0,True,22074
493,1526,Fathers' Day (1997),1997.0,True,777
494,1527,"Fifth Element, The (1997)",1997.0,True,27660
495,1528,Intimate Relations (1996),1996.0,True,28
496,1529,Nowhere (1997),1997.0,True,234
497,1532,Sprung (1997),1997.0,True,62
498,1537,Shall We Dance? (Shall We Dansu?) (1996),1996.0,True,3876
499,1539,Twin Town (1997),1997.0,True,279
500,1541,Addicted to Love (1997),1997.0,True,2118
501,1542,Brassed Off (1996),1996.0,True,2152
502,1546,Schizopolis (1996),1996.0,True,407
503,1550,Trial and Error (1997),1997.0,True,686
504,1553,Late Bloomers (1996),1996.0,True,32
505,1558,Sudden Manhattan (1997),1997.0,True,32
506,1561,Wedding Bell Blues (1996),1996.0,True,40
507,1564,For Roseanna (Roseanna's Grave) (1997),1997.0,True,270
508,1565,Head Above Water (1996),1996.0,True,244
